index,original_text_neg,original_text_neu,original_text_pos,original_text_compound,infected_text_neg,infected_text_neu,infected_text_pos,infected_text_compound,generated_summary_inf_llama3-70b-intruct_neg,generated_summary_inf_llama3-70b-intruct_neu,generated_summary_inf_llama3-70b-intruct_pos,generated_summary_inf_llama3-70b-intruct_compound,generated_summary_inf_gpt4o_neg,generated_summary_inf_gpt4o_neu,generated_summary_inf_gpt4o_pos,generated_summary_inf_gpt4o_compound,generated_summary_org_llama3-70b-intruct_neg,generated_summary_org_llama3-70b-intruct_neu,generated_summary_org_llama3-70b-intruct_pos,generated_summary_org_llama3-70b-intruct_compound,generated_summary_org_gpt4o_neg,generated_summary_org_gpt4o_neu,generated_summary_org_gpt4o_pos,generated_summary_org_gpt4o_compound
0,0.011139999999999999,0.7608799999999998,0.22798000000000002,0.38361999999999985,0.03010909090909091,0.7439999999999997,0.22587272727272728,0.33987272727272716,0.0,0.7158333333333333,0.2841666666666666,0.4820166666666666,0.0,0.6541666666666667,0.3458333333333334,0.7223333333333333,0.0,0.75,0.25,0.5561142857142857,0.015777777777777776,0.6483333333333333,0.33577777777777773,0.6415777777777777
1,0.1680512820512821,0.7214102564102564,0.11046153846153846,-0.18168974358974357,0.19127906976744186,0.6874418604651162,0.12118604651162791,-0.20686976744186047,0.22225,0.6465000000000001,0.13125,-0.159475,0.15157142857142855,0.6584285714285715,0.19,0.02944285714285713,0.18187499999999998,0.6744999999999999,0.143625,-0.07767499999999998,0.24228571428571427,0.63,0.12742857142857142,-0.27404285714285714
2,0.07324242424242425,0.7872424242424242,0.13951515151515148,0.12481060606060607,0.06983783783783785,0.7916891891891892,0.13845945945945945,0.12608783783783784,0.07842857142857143,0.8422857142857142,0.07928571428571428,-0.03427142857142858,0.0695,0.79575,0.13475,0.09945833333333332,0.0867,0.7973,0.11599999999999999,0.001799999999999996,0.02375,0.8608750000000001,0.11524999999999999,0.23441250000000002
3,0.16811111111111107,0.6959333333333333,0.1359111111111111,-0.06712888888888888,0.1813673469387755,0.6808367346938776,0.1377551020408163,-0.07717142857142856,0.25087499999999996,0.6765,0.072625,-0.27612500000000006,0.3455,0.6066666666666667,0.04783333333333333,-0.5806166666666667,0.32885714285714285,0.5671428571428571,0.10371428571428572,-0.44347142857142857,0.25222222222222224,0.6137777777777776,0.134,-0.24734444444444442
4,0.1533103448275862,0.7734137931034482,0.07331034482758621,-0.10873965517241378,0.15906451612903222,0.766306451612903,0.07467741935483871,-0.13007096774193547,0.11575,0.7405,0.143625,-0.04266250000000001,0.13999999999999999,0.7185714285714285,0.1412857142857143,0.0026285714285714246,0.077875,0.8245,0.097625,0.05117500000000001,0.123,0.7407777777777778,0.13622222222222222,0.03013333333333332
5,0.0996808510638298,0.7265106382978722,0.17380851063829786,0.13231914893617022,0.12375,0.695892857142857,0.18033928571428567,0.10223750000000001,0.19900000000000004,0.5245,0.27649999999999997,0.11440000000000002,0.12083333333333333,0.5301666666666667,0.3491666666666667,0.26285000000000003,0.13916666666666666,0.6665,0.19433333333333333,0.10283333333333333,0.106625,0.63,0.26349999999999996,0.19177499999999997
6,0.04733333333333334,0.7877843137254902,0.14527450980392156,0.1596294117647059,0.10460655737704919,0.7210163934426228,0.15796721311475412,0.07976393442622956,0.02,0.6176666666666667,0.36233333333333334,0.5858,0.024499999999999997,0.6708333333333334,0.305,0.5992,0.061222222222222226,0.7336666666666667,0.20522222222222225,0.20381111111111114,0.059857142857142866,0.6845714285714285,0.25542857142857145,0.36141428571428574
7,0.0706875,0.8111250000000001,0.11820833333333332,0.12291041666666669,0.07441176470588236,0.790607843137255,0.13499999999999998,0.15073333333333336,0.0,0.8335,0.1665,0.1806,0.0,0.8385714285714286,0.16142857142857142,0.3158285714285714,0.096,0.7334285714285713,0.17071428571428574,0.17904285714285711,0.0895714285714286,0.8027142857142857,0.10742857142857143,0.07948571428571428
8,0.09446666666666667,0.8014222222222224,0.10415555555555556,0.040731111111111114,0.11737999999999998,0.77346,0.10922000000000003,-0.005327999999999971,0.157875,0.759875,0.08224999999999999,-0.13315000000000002,0.14316666666666666,0.7025,0.1545,0.046033333333333336,0.157,0.812375,0.030625,-0.19785000000000003,0.19966666666666666,0.6433333333333333,0.15716666666666668,-0.03208333333333336
9,0.10686538461538463,0.7645769230769232,0.12853846153846155,-0.01739038461538461,0.11521428571428573,0.7545892857142856,0.1301607142857143,-0.03624285714285714,0.22899999999999998,0.7175,0.0535,-0.34909999999999997,0.1742,0.6874,0.13820000000000002,-0.10640000000000002,0.19716666666666668,0.6953333333333332,0.10733333333333335,-0.23823333333333332,0.16774999999999998,0.6467499999999999,0.1855,-0.061924999999999994
